cleaned_tweet,label
አዳሜ አንድነት ቢፈልግ ለራሱ ህገርህን ብትል ለራስህ መንገዱን ጨርቅ ያርግላችሁ,0
የወሎ ሰው ባጎረሰ ተነከሰ የፓለቲካ ኡማር መጫወቻ መግስት ኔቶርክ መዝጋት ለጁታ ንብረት ለመዝረፍ እዳመቸው እጂ ለወሎ ሰው አስበህ,0
ይሄ ፎቶ እኮ አመት በፊት በወያኔ አገዛዝ ያሳዩቱ የተቃውሞ ፎቶ የአሁን,1
ሰው እንደሚመታ ስረድ ጉርደያኪስእ ልብምጭ አሀ ህነማ,1
ሰሞኑን ደግሞ የቁም ቅዠት መቃዠት ጀምራችኋል ፈጣሪ ምህረትን ይላክላችሁ,0
መኖርህን የምታውቀው አጋር ሲኖርህ በአገርህ ስትጠራ በአገርህ ስትሰራ,2
የዚህ መታያ ወቅት እየደረሰ ነውየተንቤን ዋሻዎችን እያሳዩ ጠላቶቻቸውን ካሲያዙ በሀሳብህ እስማማለኋለዚያ ገጀራ ይዘው ከወጡ,0
ስሙ እግዚአብሄር የሆነ ያደረገው እግዚአብሄር ያፀናውም የሰራው እግዚአብሄር እንዲህ ይላል ጩኽ እኔም እመልስልሀለሁ አንተም የማታውቀውን ታላቅና ሀይለኛ ነገርን አሳይሀለሁ,2
ዛሬም በየቦታው እየወደቀ ላለው የትግራይ ወጣት እዘኑለት ለጃጁ ሽማግሌዎች ብሎ ወጣትነቱን አይገብር እጅ እንዲሰጥ ንገሩትና ውለታ ዋሉለት,0
አረ እየተናበባችው ግራ አጋባችውን እኮ,1
ልባችንን ቢሰቀሰቅም ተጠዝጥዞ ቢዠቀዠቅም ኪሎን ከመስማት ወደሀላ ብለን አናውቅም,0
እስከመጨረሻው ቢዘጋ የምን ለጊዜው ጋዜጣ እናነባለን,1
በጭፍንድርቅ ብለው አብይ ሞት እያሉ በመደገፍ በኦነግና በህወሀት የሚያሳርዱንን ኢትዮጵያውያን ነን የሚሉ ድንዙዞች እንዷንተ ብሩህአእምሮ ኖሯቸው ቢሆንኖሮ ለዚህ እልቂት ባል,0
አይይይ ትግሬ ደሞ አፋር ሆናቹ መጣቹ አረ ዘንድሮ ተሻላቹ,0
እናቱ የዘንድሮ ታላቁ ሩጫ መቀሌ አሉ,0
በኢትዮጵያ በተካሄደው ምርጫ የአውሮፓ ህብረት የታዛቢዎች ቡድን መሪ የነበሩት አና ጎሜዝ አሸባሪው ህወሀትን አደገኛ የወንጀለኞች ስብስብ ሲሉ ዛሬ ባስተላለፉት መልእክት,0
እየሰሩ መከታተል ይሻላል ደሴ እንድናደርግ አድርገው እየሸሹ ይሆን በሌላ ግንባር በተጠንቀቅ መጠበቅ ያስፈልጋል,0
ለወሎ አማራወች የክልሉ መንግስት የፌደራል መንግስት የማይደርስላቸው ረጂ ድርጂቶች ገብተው የማያግዙት አማራ ስለሆኑ ያሳዝናል,0
ቅኖና ወስደው ግልፅ ይሁንልን,1
ምርጥ የዘመናችን ኢትዮጵያ ነህ,2
አስቂኝ ነገሮችን ሲናገር የወደፊቱ ፈነዳ,1
እበት ገብተ ተዋጋአ ሰው በሚዋደቀው ኳስ መሰለክ አስተያየት ምሰጠው ችጋራም,0
ሰበር ዜና የፀጥታ ሀይሎች ጥምረት ዋናውን የወልድያ መቀሌ ጎዳና ቆርጦታል በምስራቅ ግንባር ስትራቴጂያዊ ሰንሰለታማ ተራሮችን ጨምሮ ከፍተኛ ወታደራዊ ጠቀሜታ ያላቸውን የአርጆ ፎኪሳ,1
ዮሀንስ ሰላምን እተውላችኋለሁ ሰላሜን እሰጣችኋለሁ የምሰጣችሁ አለም እንደሚሰጥ ልባችሁ አይታወክ አይፍራም,2
ምኑ ሲጠበቅ የነበረው ሄኖክ አንዳንዴ ለማፈር ሞክር,0
ሁላችንም ዘሜ ማስሬ ነን,2
የረቀቁ የጦር እስትራቴጂስቶች እንዳሏችሁ አምነናል አዲስ አበባ ለመግባት ከደብረሲና በቆላ ተንቤን ቅርብ መሆኑን ደነዞቹ መች አስበነው እናውቃለን ፃድቃን ምጡቅ,0
በውጭ በአገር ለሚኖሩ ዜጎች ከሞባይል ካርዳቸው ቀንሰው ለተራቡ ወገኖቻችንን የሚረዱበትን መንገድ ቢያመቻችልን,2
በሰውነት የሚታዩትን እነዚህን ለውጦች በጭራሽ ችላ አትበሉ,2
ይሄ ዜና እውነት ልቦለድ የሱ ነገር አይታወቅም እኮ,0
ደሞ ሳማርር ባየችኝ ኖሮ እያልኩኝ እቺን ቦታዋ ላስቀምጥና ጥያቄ ባቀረብኩኝ ኖሮ መልሱን እናቀዋለን ምንም ቤተሰብ አገኘው የምታኮራ ልጅ እህት ነበረቻቹ,2
ለማን ልሰጭው ለክሪስ መሲ ሳላህ,1
እንኴን ተስፍ አልቁርጥክም ምነዉ አመት ሙሉ ህዝባችን ሴደፈር ሴገደል ሲፈነቀል በቁጥር ከፃፍከዉ በላይ አጥተናል ይሄ የባሰ ያጀግነናል እንጄ,0
የህወሀት አጥፍቶ መጥፋት ተልእኮ በባንዳዎች ውድቀት በኢትዮጵያ ትንሳኤ ይቋጫል,0
እብሪተኝነት ጭካኔ አውሬነት ግፈኛ መሆን ውድቅት ድል ክብር ደስተኛ መሆን እንደማትችል ከማንም በላይ በደምብ ያውቁታል ግፈኞች የእጃቸው ሲያገኙ አይተዋ,0
የእቅድህ አካል ተይዟል ርበነ ናግጀ ናግጀ ኛእየ ሱርእ ሰው እኛን ያነሳሳበትን መንገድ ያነሳሳናል ውቸና ዝርዘእ ልቫፒ ር ዶ ችዎሰ ኔእየ,0
ዘመቻዳግማዊአዷ ኢትዮጲያዊያን ለነፃነት አዲስ አይደለንም ነፃነትን ያገኘነው በነፃ ሳይሆን በደም አጥንት ግብር በአዷ ተራራ በአባቶቻችን የተጎናፀፍነውን ነፃነ,2
ዜና አወት ጠፋ,1
ካየሻቸው መከራዎች አንዱን አካፍይን ለጥንቃቄ ያክል,2
በርግጥ መንግስት ማመን ይከብዳል,0
የቄስ ቆባችሁን አውልቃችው የደበቃችሁትን ለማውጣት ያላችሁን ፍጥነት አውቀዋለው አይዞህ አትፈር በርታ በቅርብ,0
ብላ እሚል በዚ ሰአት ተገኝቶ ጓድ,2
መችስ ማይምነት መጨረሻ የለዉም እሄ ጀነራል,0
ሰውየ አቅነዝንዙሀል ዘንድሮ የንፁሀን የትግራይ ወጣቶች የአማራና የአፍር ህዝቦች ደም ብትችል እጅህን ለመንግስት በሰላም ብትሰጥ ያለበለዚያ አፈቀላጤ,0
ጌና በአል ታህሳስ የራሴን በክብር እጠብቃለሁ ለሚመለከታቸው መልካሙን እመኛለሁ,2
አንዴ አይምሮህ አይነካ ወንድማለም በፀበል ይድናሉ እንዳንል ያኔ ከጳጳሱ ኪሳቸውን ያደለቡት የቤክርስቲያኗን ሙዳየምፅዋት አልበው,0
አብሹ ዘለቀ እውነትም ዘለቀ ምድረ ኮተታም ቢይብጠለጥለው ኢትዮጵያ ሀገሩን መውደዱና በስሜት ማልቀሱ ያስመሰግነዋል ሊያስተቸው አይገባም የሚተቹት የሱን የኦሮሞ ባህልን,0
ድል ለኢትዮጵያ ድል ለኢትዮጵያውያን,2
የኢትዮጵያ ፖለቲካ ስራ ፈት አተላ,0
በርታልን የነዚህ በሬ ወለደ የዜና ጣቢያዎች እኩይ ተግባር ከስር ከስር እየተከተልክ አድርቅልን አሩሲ እናመሰግናለን,0
እጅ ለእጅ ተያይዘን ተደጋግፈን አለን ቀን እናልፈዋለን ልናልፍ የምንችለው ብሄር እምነት ቀለም ቋንቋ ሳንል አንድኢትዮጵያ ህዝብ ስንሆን ዳ ወሬ ጆሮ አንስጥ ጆሮ,2
በኢሬቻ ሰላም ይሰበካል ፍቅርህብረትመተሳሰብ አንድነት ያብባሉ ባህላዊ እሴቶቻችን ጎልተው ይወጣሉ,2
ፋኖን ከእንግዲህ መንካት ቀይ ስህተት,0
የአፍሪካን ዋንጫ ጀማሪአንዴ አሸናፊና ሶስቴ ያዘጋጀ በተለይ ከፍተኛ የእግር ኳስ አፍቃሪ ያላት አገር ብሄራዊ ቡድኗ የሚጫወትበት ስታድየም ጠፍቶ አንዴ ኬንያ,2
ሰዎች እንደፈለጉ ሰልፍ የሚቀያይሩት ሀፍረት የለም,0
ሰበር አስቸኳይ የተሰማ ሰበር ዜና በጀግናዉ መከላከያ አመራሩ ተገደለ,0
ለዛውም የተከበሩ ህዝባቸውን ያስከበሩ,2
የውስን ጠባቦች አስተሳሰብ ብዙሀኑን እንመልከት ተከታይ ስላልነበራቸው ሳይሳካላቸው ቀርቷል ሁሌም ኢትዮጵያዊ ወንድማማችነትን እንደግፍ,0
እናቱ አንቺና ባልሽ ዝም ብላችሁ የአሳይለሙን ነገር አሳልጡ ወያኔ በሰፈረችው ቁና እየተሰፈረች ካርማ ትስእር,0
ውርጋጥ የምትባል ደደብ ነብሰ በላ አረመኔ,0
እምባ ዝናብ አደል የስሜታችን ደመና መሸከም ከሚችለው በላይ የቅፅበታት ትነትን ሲሰበስብ ትዝታዎችን ሊቀንስ አልያም አታዩኝም,1
ኢትዮጵያን መቼም በኮለኒም በእጅ አዙር ኮለኒ አታበረክክም አመነኝ,0
በትሀነግ የስራ ክፍፍል የወጣቱን ወኔ መስለብ በእንቶ ፈንቶ ቀልቡን መግዛት ኢትዮጵያዊ ጀግንነቱን ማኮላሸት ወሳኝ ጉዳዮች አትኩሮት እንዳይኖረው አእምሮውን,0
በቀለ ገርባ እጁ ብዙ የአማራ ደም አለበት,0
ህወሀትና ኦነግ ኢትዮጵያ ሲባል ያንገሸግሻቸዋልታሪክዋም ባህሎችዋም ህዝቦችዋምክብሯም ህልውናዋም ለነዚህ እኩዮች ምንም ናቸውለዚህ ነውእምንቃወማቸውህወሀትና ኦነግ በውጭ ሀይሎች,0
እኔማ ጆሮዬ ብዬ ደጋግሜ የሰማሁት,1
መልካም የስራ ዘመን ፕሮፌሰር ብርሀኑ ነጋ,2
ኦነግ ሸኔን ከሽምቅ ተዋጊዎች ቁጥር ማስገባት በጦረኝነት ትልቁ ስላቅ እኒህ ሙትቻዎች የሚበረቱት ለደሀ አርሶ አደር ፓራሳይቶች አንዴት ነፃ አውጭ ይባላሉ ወሮ,0
ከሱዳን ዲፕሎማሲ እሾኩን ህወሀት ከነቀልን ድምፃችንን አጥፍተን መልሶ ማቋቋም በመዞር ማገገም አለብን,0
አቶ አንዳርጋቸው ፅጌ የአማራን ትግል ለመርዳት ያሰበ ይመስላል ስለዚህ አቶ አንዳርጋቸው ፅጌን ልንቀበለው ይገባናል,2
ፀብል ብለው መርዘ ጨምሮ ስለሚሰጥ ሂሳብ ሚያወራርደው ምንም ከማያውቅ ገበሬ ህፃናት አረጋውያን ሞሎክሴ የአይምሮ ህሙማን እረ ከብቶች እንኳን ሳይቀር ስለጨፈጨፈ አሸባሪ ምንለው በምክንያት,0
የህዝብ አሳቢው መቼም ማፈር አልተፈጠረባችሁም,0
በማድረግ ለሌሎች በማካፈል በርች በሉኝ,2
የወያኔና የስታሊን ነገር ይቅር አብይ እግዚአብሄር,0
ጥያቄ እዚ ሰፈር ቀኑን ሙሉ ሲፖስቱና ሪፕላይ ሲያረጉ የሚዉሉ ሰዎች የገቢ ምንጭ ምንድነዉ,1
ያለህበት ቦታ የላከችህ ኢትዮጵያ ነች ትግራይ አይደለችም ለኢትዮጵያ ብትቆም ኖሮ ከዛሬው ሹመት አታመልጥም ፈረንጅ ከየት ነህ ብሎ ቢጠይቅህ,0
አንተም ሳንጨነቅ እንሰራዋለን,2
ይሆን መግቢያህ ሳዳም ጋዳፊ የንፁሀን ደም ይጮሀል,0
መንግስት ያድነናል ብላችሁ የምትጠብቁ እርማችሁን አውጡ ማንሆነና ለዝህ መአት እላያችሁ እንዲካሄድ የፈቀደ አብይ ግብራበሮቹ ጦርነቱን ከትግራይ አውጡቶ በአማራው መሬት,0
ከሁሉም በላይ ኢትዮጵያን በልፅጋ ለማየት ከማንም እቆማለሁ የምንሊክ ስም ስነሳ የሚወደውን እንድጠላ ያደርገኛል ፈጣሪ ሆይ ትእግስቱን ስጠኝ ኢትዮጵያን,0
ፕሪቪሌጅድ ሆነህ ስትኖር እንዲህ ኦሪ ጥይቴ ፈንድሻ መግደልና መድፈር የተሰጠኝ መብት ትግራዋይኮ ነገሩ ፋሽዝም ከራሱ በላይ ምስክር የለም,0
ጌች ጡዘታም አሺሽ አላጨስክም መሰልኝ ስታሳዝን በቃ በል ጉድጓድህን ቆፍር ድሮን እየመጣ ፈርጥጥ ሳትደፈጠጥ,0
የኢትዮጵያ ኦርቶዶክስ አሸባሪ ድርጅት ተቀይራላች የአማራ ህዝብ ለጦርነት እየቀሰቀሱ ያሉት የኦርቶዶክስ ቄሶችዲያቆኖች ጳጳሶችናቸው,0
እንዴዴወሎሎ ሙሉ በሙሉ ውሀ መብራት የስልክ አገልግሎት ባንክ የለም መሰለሽ ችጋራሞች ስለሆናቹ ትግሬ የረገጠው በችግር ይሰቃ,0
ጎሚስታ ቤት በለው መንፋት,0
የትግራይ ወራሪ ጁንታ የእናት ጡት ነካሹ አሸባሪው ደጋፊ በውጪ ያሉ ጁንታዎች ወደል አህያ ከመንደባለል ጡሩንባ መንፋት ተሸጋግረዋል,0
በለሱም የኛ በለስ በልተሽ የወራሽ በቀን እንደኝ ሶስት ብትበይ ልታወሪ ዘረ ቅማላም,0
ብርቱኳን ሚደቅሳ እግዚአብሄር የእጅሽን ይስጥሽ የዚህን መዝቀጥ አስፈለገሽ በውሸት ይህን ነብሰ በላ አብይን አነገስሽ በእስክንድር የባልድራስ አመራሮች ወንጀለኛ,0
ዋይይይይይ ታማኝ እጃችንን አፋችን ልታስጭነን,2
ወያኔና ሸኔ የመንደር ወንበዴ ማሸነፍ የማይችል ቱልቱላ እኮ አሜሪካ ሊገጥም የሸሚዙን እጅጌ የሚሰበስበው ድሀ በህልሙ,0
ህፃናት አዛዉታት ደፈራችሁ አረዳችሁ ኢትዮጳያን ለማፍረስ ኢትዮጲያ ኢትዮጲያዊነታን ላትቀይር ተዛዘብን ክብር ለሰራዊታችን አያችሁ እደት እደሚያም,0
መስሎሽ ደግሞ ኩምሽሽ ብለሽ አረፍሽው,0
እንዲህ እያልክ እራስህንና በጎቹን አፅናና መቀሌ ከተማ ምሽግ አዘጋጃቹ እጅ ስጥ,0
መፋታትን እጠላለሁ ይላልጌታ እግዚአብሄርስለዚህ ፍቺን ሀሳብ አይምሮችሁ አውጡሰላምን ለማምጣት እሚችለውን ጥረት መሞከር እሚሻለው,2
እነሆ የእግዚአብሄር አይኖች ወደሚፈሩት በምህረቱም ወደሚታመኑ መዝሙር,1
ለሎቹ ስሮጡ ተቀርቅሮ ቀረ ኤሬ ፈልጉት,0
የኢትዮጵያ ህዝብ እንደነ የጁንታውን ተላላኪና ወኔያኔን በሙሉ ወስዶ,0
እኮ ወያኔ ነህ ጎንደር አገባህ,0
የታገቱት የአማራ ተማሪዎች ዛሬ ቀናቸው ልጆቹን መልሱልን ተማሪዎቹ የውሸት ትርክት ማወራረጃ አይሆኑም ስለነሱ መቼም ዝም አንልም ስለነሱ መጮህ የዜግነት ግዴታችን ነ,0
አዲስ ምእራፍ አዲስ ቀን ኢትዮጵያ በጀግኖች ልጆቿ ጥረት ብልፅግናዋ ይረጋገጣል,2
ዛሬ አደለም ድል ለመከላከያ,0
የምን ጠጋ ጠጋ ጃል ጃዋር አንተን መሰሎችህን አፍንጫችሁን ላሱ ካለ ቆየ እኮ,0
በቆማጣ ቤት አንዲት ጣት ብርቅ ይባላል ኢትዮጵያዊነት ምልክቱ ለከት የላቹም መቼም,0
እሁድ የሻወር ቀን አልነበር,2
የኔ ጀግና እድሜ ከጤና ይስጥክ ስለምታረገው ነገር እናመሰግናለን,2
ክርስቶስ ኢየሱስ ኀጢአተኞችን ለማዳን አለም መጣ የሚለው ቃል እውነተኛና ሰው ሊቀበለው የሚገባ ጢሞቴዎስ አዲሱ መት,1
በሀገርህ ያለውን የተደራጀ መንግስታዊ የዘረፋ ኔትዎርክን በጣጥስልን እባክህ,2
አተ ሰውየ በቱርክ የልብ ድካም እንዳይዝህ,0
ህዝቡ ተሰቃዬ በመረጃ እጦት በፍርሀት ነጎደለሁለም ነገር ስማኝ እያሉ የወሬ ስልቻ መልቀቅ እየሆነ ያለውን ተጎጂው ሰው እውነቱን የሚያውቀውስለሀገሬ አዝናለሁ,0
እትዮጵያ በፍጥነት ጀግኖቿ መብዛት አለባቸውተንሾካሽኮአሉባልታ ነዝቶሴት ሴት ተጫውቶአጉር አር አር የለም የህፃን አይሉት እብድ አዋቂያልተሞረደያልተገራ አስተሳሰብየወያኔ,0
እሬቻ በትጋት ነቅተው ሲጨፍሩ ሲያስጨፍሩ ከርመው ይሄው ዛሬ በፓርላማው ለሽ ብለውልናል ያው መጨረሻ እደተለመደው በሙሉ ድምፅ,0
ስለእሱ ስናወራ ነበርአልሞተም በወታደር ተጠብቆ ይሰራላቸዋል እኮ,0
በእውነቱ እንደየስራቸዉ ይቀበላሉ ደግሞም ሀገራችን ይቀጥላል,2
አብይ አረመኔው ስው ያሰቃይስል ስንታየሁ ቸኮል ታሟል ባስቸኳይ ህክምና እንዲያገኝ ደምፃችንን ማሰማት አለብን ስቃይ የሚደርስበት የአብይን ተረኝነት,0
አሁንኮ ጓረቤቶቼ ሽንኩርት ስከትፍ አይተውኝ ሀብቷ ይመርመር እያሉ,1
ኮመዲያኑ እስታሊን የውሸት ምንጭ አብዴ ስላየሁህ ደስ ብሎኛል የኢትዮጵያ የቁርጥ ቀን ልጅ,0
ከኦሮሞ ነፃነት ሰራዊት የተሰጠ መግለጫ,1
ትግራዋይ በያለህበት ፀንተህ ትግልህን አጠናክረህ ቀጥል ግፈኞች ተጠራርገው የሚጠፉበት ሰአት ቀርቧል,0
ታጣቂዎችህ ያሉት አማራ ክልል ነውንፁሀንን እየጨፈጨፉተቋማት ዘርፈው ወደትግራይ እየጫኑ ሴቶች እየደፈሩ ህዝብ እያፈናቀሉ ነውእና ይህን እያረጋ,0
ይሄ ሚወራበት ሰአት አትቦቅቦቅ ባክ,0
ለዘላለም እንዲህ በሰማያዊው ሜዳ ከማዶ ስትከንፍ የማትጠግበው ያኔ በመንገዷ መሬትን ለአንድ እለት ስለናቀች ይገረምህ በራሷ ደልቅ ባለው ሰላሟ,1
አደግኛ ሀሳቦች ታዋቂ አክ ቲቪስቶች መስማት ይገርማል ሰራተኛ ቀጥረው ግብር ከፍለው ቤት ተከራይተው የሚሰሩ ለትርፍ የተቋቋሙ ድርጅቶች በነፃ ሶሻል ሚዲ,2
ሂዊ ትምህርት የሚባል ነገር አታውቅም ዳኒ ድጋሚ ዞራ እሳት ታነዳለች ዳኒ የቁስል መድሀኒት,0
መሀይም ስምህን በእንግሊዝኛ ፃፍ ደግሞ ሆንክ ኢትዮጵያዊነቱን ሰጪ ከልካይ የመሀይም ነገር,0
ጀግናው ሰራዊታችንን እንርዳ በምን ደም እንለግስ ቤተሰቡን እንከባከብ በጠላት ወሬ አንረበሽ ወያኔን እንሰልል ሀሰተኛ ወሬ አናዛምት በገ,2
የኦሎምፒክ ባለስልጣኖችን እንደማይጨምር ሙሉ እምነት,1
ይሄን የተበለሻሸ ነገር ትግራይ ድረስ ዘልቀን የማፅዳት ኀላፊነት ወድቆብናል ግዴታችንም,1
የፈረንጅን አላማ አየነው አይደልህወሀቶች ሲቸነፉ ጭንቅ ጥብብ የሚላቸው ሀይሎች ለጥቅማቸው ነውህወሀትን ማሰወገድ የአገርን ብሄራዊ ጥቅም በደምብ ማስጠበቅ ነውየጦርነቱን አመራር,0
ሌሎቹን ባላውቅም ከዘመድኩን እጅህን አንሳ ቅሌታም ባንዳ ተላላኪ እንዳንተ አይነቱ ለሆዱ አደር ኢትዮጵያዬን የበታተናት ነቀርሳ ብጉንች,0
በርሜል ሙሉ ጠጅ ብታቀርቢለት አይሰክርም ለመሆኑ አረብ ፈረንጅ,0
ኢትዮጵያ እውነት አላት እውነት ደግሞ አሸናፊ,2
አረንጓዴቢጫቀይ እላዩ ጥቁር አንበሳ ያለበት ምርጫችን,1
እውነት እነሱም አምነዋል,2
እልልልልልልልልልልልልልልልል በይ ሀገሬ የልጆችሸን ደምና ሰጋ ሲመጥ የነበረው አሸባሪው ህውሀት ሀይል እትራቴጂክ ቀለበት ሰለገባ ሰራዊታችን የመላው ኢትዮጵያ ልዩ ሀይል ፋኖ,0
አምባሳደር ካሳ ከበደ ነፍስ ኄር,2
ከወር በፊት ደብረፅዮን መከላከያን የአማራና አፋር ሀይሎችን ጦርነቱ አልቋል እጅ ስጡበከንቱ አትሙቱ ሲሉ በሳምንት ከጣርማበር ላሊበላ ኪሜ ፈርጥጠው ስልታዊ ማፈግፈግ,0
መልካም ዜና የመረጥንሽ በምክንያት,2
,1
ከብርሸለቆ ውትድርና ማሰልጠኛ ተመርቀው ለግዳጅ የተዘጋጁት ባልና ሚስት,1
ከኢትዮጵያ እጃቹ አዉርዱ ኢትዮጵያ መቼም አትደፈርም,2
ኢትዮ የምትዋጋው ለአፍሪካ አፍሪካ ተኝታተኘታ በመጨረሻ ነቃች ውሎ ውርጂብኝ ኢትዮ የሷ ጦርነት የመሰላቸ አውን ገና ነቆ,0
እድሜያቸው ባልደረሱ ልጆች በጦርነት የሚማግዱ ባንዳ ጁንታ ሂሊና የሌላቸው የእንሳት ፍጡር መሆናቸው በተጨባጭ የሚያሳይ መንገድ,0
ማለትማ ኦነግ ሸኔ ነዋ የቀጠቀጠዉን መልሶ የሚያግዝ,0
ኢሳት ማለት እሳት ምድረ ውሸታም የብር ቡችላዎች የደርግ ግዛት ናፋቂውች ውሽታሞች የብልፅግና ተከፋይ ሆዳሞች ናችው በደንብ እናቃቸዋለን,0
የመንግስቱ ሀይለማርይምን ንግግሮችፎቶዎች ከመፖሰትና ከማወደስ በፊት የወጣት ሶሻሊስት ቡድኖች ለምሳሌ የኢህአፓ ወጣቶች ስላደረሰው ጭፍጨፋ ስቃይ እናንብብ እባካችሁ,0
ሳያቁት ውለታ እየዋሉልን በነፃ ማስታወቂያ ይገኛል እናም በደንብ እንድንሰራ ይገፋፋናል ሲቀጥል ከምኞት አልፎ ሀሳባችንን ስለተናገሩ ምስጋና ይድረሳቸው,2
ህዝብ በህዝብ መንግስትም በመንግስት ይነሳልና ራብም ቸነፈርም የምድርም መናወጥ በልዩ ልዩ ስፍራ እነዚህም የምጥ ጣር መጀመሪያ ናቸ,0
ለለውጥ ያክል ጨጓራየ ይረፍ ብየ እኮ የሆነች የምትባል ልጅ በነገር ስትጠብሰኝ የዋለችው,0
ወያኔዎች አመት በፊት ይሄ በውጭ ሀገር ወራሪ የሚለውን ዲስኩር የጀመሩት ምክንያቱም ሰሜን እዝን,0
ፅፈህ ከሰጠሀቸውማ ይልቁታል በድምፅ ወያኔ በዚህ ግዜ ሞራል የሚያነሳሳ ትርክት ያስፈልጋል,0
የሚያደርጉትን አያውቁምና ይቅር በላቸው,2
በምን ሂሳብ የቦሌ ክፍለከተማ መስሪያ ቤት መሀል መገናኛ የካ ክፍለ ከተማ የሚገኘው ቦሌዎች ራሳችሁን ቻሉ,0
መጨረሻው አረፈው ከልቤ አዝናለሁ ጁንታን ተስፋ ያደረጉ ዛሬ ተገኘ የኢትዮጵያ ህዝብ ሁሉንም መጨረስ እንደማይችል ጠላትም ወዳጅ,0
የተወጋነው ህዝብ የምንመክተውም በተመሳሳይ መልኩ,2
የማይመስለውን ነገር ለማስመስል ከምትጥር የሚስኪኑን ህዝብ ነብስ ለመታደግ ብትሰራ አለበት አሜሪካ መግልጫ አታወጣም ስልዜጎቿ ደህንነት ብላ,0
የጁንታው መሪዎች በጦር ወንጀለኝነታቸው ተይዘው ለፍርድ መቅረባቸው ምንም ጥያቄ የሚገባ,0
ለሆዳም በሬ ጭድ ይያዝለታል እንዳሉ ጅቦች የሞራልና የስነምግባር መሰረቱ የወረደባቸው እንደሆኑ ግልፅ ሴራቸው ዞሮ ዞሮ ጠልፎ ይጥላቸዋል,0
እያለቀ ታፌዛለህ አይደል ቀን ተጋሩ ይፋረድሀል,0
የኢትዮጵያ ህዝብ ሙሉ ያልቃታል አሜሪካን ጨምሮ ምእራባዊያን አለማት ኢትዮጵያን በባርነት አትገዙንም ዶር አብይ የአለም ሀያላን ሀገራትን ያንቀጠቀጠ የዘመናች ጀግና መሪ,0
ነፍስ ይማር ሀገራችን መጠቀም ሲኖርባት ካልተጠቀመችባቸው ሰዎች አንዱ ይመስሉኛል አሁንም ቀሪ ባለሰፊ ልምድ ኢትዮጵያውያንን አሰባስቦ መጠቀም,2
ህዝብ መልስ ይጠብቃል ካልተቻለ ተገልለው በየቤቱ የተቀመጡ የድሮ ወታደሮችን ጥሪ አድርጉላቸው በጦር ስልት የበለፀጉ ለሀገራቸው ለመሰዋት ቆራጥ የሆኑ ጀግኖች,1
እውነት እውነት ሰምተዋል አይተዋል ደግሞም ተረድተዋል የነሱ ውሸት እንዳይገለጥ እውነትን በግፍ ሊያጠፉ ተነሱ አይሆንም ግዜው የኢትዮጲያ የኢትዮጲያ እንበርታ,0
የምእራብ አርሲ ዞን አስተዳደር አዲስ አመት በማድረግ ዋዜማውን የአቅመ ደካማ ቤተሰብ ከሆኑ ህፃናት የምሳ ፕሮግራም በማዘጋጀት በዚህ መልኩ አክብሮታል የዞ,2
አብዛኛውን ፖሊሶች ኦሮሞ ወያኔን በዘረኝነቱ ብትጠላውም ነገር አላየሁበትም,0
ጥቁር ግስላ ኢትዮጵያን ከክፋ ጠላትና ወራሪ ተከላከል እነሆ የአባቶችህን ገድል ደግመህ ዛሬም ደማቅ ታሪክ የምትፅፍበት እድል እጅህ ይገኛል,2
የምን ድርድር ድርድር ብሎ ነገር የለም ህወሀት ነቀርሳ ተነቅሎ ከኢትዮጲያ ምድር መቀበር አለበት የፅሞና ብላቹ ይኼ ማጥ የከተታችሁን,0
የጦር መሳሪያ ማምረቻ ጥገናና ማከማቻዎች ወደሙ,0
ብዙው ሰው አልገባውም,1
የአያቶላህ መንገድ ያስተምረናል አርትስ ምልከታ,1
መሪ ተብየ ስልጣን እስካለ በየትኛውም አካባቢ አማራ ሰላም እንዳይኖር ተፈርዶበታል ስለዚህ አማራ በያለበት ተቃውሞ በዚህ መንግስት መጀመር,0
ከቅንነት የመነጨ ጥያቄ አፋር እንዲህ ሲመክት በወሎ ያለው ህዝብ ወለል አድርጎ ከፍቶ ሊያስገባቸው እንደቻለ ሁሌም የሚከነክነኝ በራሳቸው መመከት አልቻሉም,0
ሩሲያ ሁለት ሀይሎች ከአሜሪካ ሲጋጩ ታይዋን የቻይና አካል አለች,1
ምናለበህ አባቴ ህዝብህ አልተፈናቀለ አልተራበ አልታረዘ አሹፉብን,0
ይህን ያደረገው ይመስልሀል,1
ሰርተን ራሳችንን መመገብ ካልቻልን ስንዴ እየለመን ነፃነት የሚባል ነገር የለም የሚመግብህ እርሱ ይቆጣጠርሀል ስለዚህ,1
አገር አገር ብለሽ እኛም ወደን ሰሞኑን ደሞ ሆድ ሆድ ብለሻል ሆዳም ብለው እንዳይቦልኩሽ አገርሽን ጠበቅ,0
ጉድ አታፍሩ የአምላክን ስም ስትጠሩ ምድረ ይሁዳ,1
የመውሊድ በአልን ከተቸገሩ ወገኖች በጋራ ማክበር እንደሚገባ የኢትዮጵያ እስልምና ጉዳዮች ጠቅላይ ምክር ቤት አሳሰበ ጥቅምት አሻራ ሚዲያ የኢትዮጵያ እስ,2
ቢሆኑም ያውቃሉ እኮ የሚፈሉጏቸው ወያኔ የነሱ አሽከር ስለነበሩ,0
